id,quid,question,answer,answer_type,choices,answer_word,facts
2595,,"JOANNIE FATHER HAVE FIVE GIRLS DANNA,DENNA,DINNA,DONNA WHO WAS THE 5TH GIRL. ",B,MULTIPLE_CHOICE,"A) rosary
B) joannie
C) sister
D) gibson girl
E) missouri",,
2596,,wy did silly billy dream of him in space,D,MULTIPLE_CHOICE,"A) lot
B) gases
C) his house
D) because he needed some space
E) constant",,
2597,,"What breaks, but never falls? What falls, but never breaks?",C,MULTIPLE_CHOICE,"A) separation
B) dash
C) daybreak and nightfall
D) crush
E) interrupt",,
2598,,How do you know when a computer monitor is sad?,E,MULTIPLE_CHOICE,"A) overlay
B) chip
C) ledge
D) itunes
E) when it breaks down",,
2599,,"You walked one day down the street.   You found something that was worth something.   You made sure you didn't lose it.   It has color , size and shape.    Everyone of them is different.   You enjoy it a lot.   You like it and you count it over and over. What am I ?",E,MULTIPLE_CHOICE,"A) appraisal
B) exchange
C) standard
D) bus station
E) vending machinesi am money",,
2600,,"Fred and Jane are dead on the floor.  With them on the floor is shattered glass, a baseball, and water, there is an OPEN window on the wall.  What happened?",D,MULTIPLE_CHOICE,"A) water witch
B) water pistol
C) water cannon
D) fred and jane are fish
E) mineral water",,
2601,,"You can use 2 coins to make 30 cents, 1 is not a nickel, what are the 2 coins. ",A,MULTIPLE_CHOICE,"A) quarter and nickle
B) silver dollar
C) coin purse
D) measure
E) vending machines",,
2602,,How do cats cut their grasses?,B,MULTIPLE_CHOICE,"A) yards
B) with a lawn meower
C) brome
D) silver grass
E) cover",,
2603,,A 16-year-old boy was driving a moped down a one-way street in the wrong direction.  A policeman stopped him and gave him a ticket.  The policeman paid the ticket himself.  What is a logical explanation for this?,E,MULTIPLE_CHOICE,"A) female child
B) woman
C) policeman's wife
D) servant
E) boy was policemans son",,
2604,,"There were 2 men sharing a jail cell. One man asked the other,""What are you in for?""He said,""I'm in for something I didn't do!""What didn't he do?",D,MULTIPLE_CHOICE,"A) get punished
B) electrical device
C) bacteria
D) he didnt run fast enough
E) operation",,
2605,,Sometimes I'm orange sometimes I'm white sometimes I'm red sometimes I'm light what am I?,D,MULTIPLE_CHOICE,"A) birds
B) shining
C) hydrogen
D) moon  
E) white",,
2606,,whatis a monster's favorite been,E,MULTIPLE_CHOICE,"A) imaginary being
B) children's story
C) chimaera
D) scylla
E) human been",,
2607,,what do you get when you dial 1234 1234 1234 56785678567800000?,A,MULTIPLE_CHOICE,"A) big blister on your finger
B) call
C) calling
D) prick
E) turn",,
2608,,A man and a dog were walking on a street.  The man rode yet walked.                How is this possible?,D,MULTIPLE_CHOICE,"A) roads
B) trod
C) jog
D) yet was the dogs name
E) dust",,
2609,,"There once was a girl who was sitting in her house one day and looked up and saw a hole in the celing. . . . She then herd foot~steps from the celing. She saw a shadow, big and bold. Who was the shadow?",C,MULTIPLE_CHOICE,"A) mankind
B) cedar chest
C) her father
D) stepmother
E) picture of person",,
2610,,A person shot an Eagle.  A cop watched but did nothing.  Why?,D,MULTIPLE_CHOICE,"A) primate
B) silver
C) quality of life
D) person was playing golf
E) paper tiger",,
2611,,There is a light blab at the top fool of 3 starry house and there are thee swishes one is going to turn on the light and two do not with one is the one that turns on the light?,A,MULTIPLE_CHOICE,"A) milled
B) mold
C) etched
D) placed on shelf
E) birds",,
2612,,"Archibold Flapdoodle walked outside though a pouring rain for twenty minutes without getting a single hair on his head wet.  He didn't wear a hat, carry an umbrella, or hold anything over his head.  His clothes got soaked.  How did this happen?",E,MULTIPLE_CHOICE,"A) heifer
B) ride
C) depilation
D) no water
E) hes bald",,
2613,,"It CAN be seen, cannot be felt, cannot be heard, cannot be smelt.  It lies behind starrs and under hills, in empty holes it fills.  It comes first and follows after.  Ends life, kills laughter!",C,MULTIPLE_CHOICE,"A) it is there
B) seeing
C) isnt it obvious its darkness
D) It is not here
E) hiding in plain sight",,
2614,,How does a rooster lay an egg?,D,MULTIPLE_CHOICE,"A) egg
B) stand
C) foodstuff
D) it doesnt
E) chickens",,
2615,,"dad and the son were in separete cars and then crashed they were both sent to different hospitals and when they were going to operate the son the doctor said ""i cant operate this guy he's my son. what happened?",A,MULTIPLE_CHOICE,"A) mom was doctor
B) attache case
C) emergency room
D) examination
E) advice",,
2616,,What do ants eat when they are sick?,E,MULTIPLE_CHOICE,"A) emmet
B) worms
C) peter
D) parasites
E) antibiotic",,
2617,,"am something, if you send me i will not go but when you are going i will follow you",E,MULTIPLE_CHOICE,"A) apparition
B) mail
C) set
D) flow
E) ghost or spirit of human",,
2618,,what would the relation be to you if you dads mother son cat mother owners puppys son in laws aunt be to you,C,MULTIPLE_CHOICE,"A) extended family
B) lynx
C) your grandma
D) way
E) association",,
2619,,What begins at the end. ,A,MULTIPLE_CHOICE,"A) lineup at the supermarket
B) get
C) sake
D) reward system
E) fag",,
2620,,"one of us in glass is set; one of us you'll find in jet.  Another you may see in tin, and the fourthed is boxed within.  If the fifth you should persue, it can never fly from you.  What are we?",E,MULTIPLE_CHOICE,"A) programme
B) bottles
C) camber
D) elements
E) vowls",,
2621,,Which hand does a nun stur her coffie with?,A,MULTIPLE_CHOICE,"A) none she uses a spoon
B) pinky
C) ring finger
D) left hand
E) pointer",,
2622,,"a stpid guy gets swiss cheese.  Its not old,moldy,destroyed,licked,ect.  Why does he return it?",C,MULTIPLE_CHOICE,"A) drive
B) taste good
C) it has holes in it
D) mouse
E) it's not that old",,
2623,,"What your eyes think is there actually is not, but the magical image is hidden within  the ""plot. "" What is it?",B,MULTIPLE_CHOICE,"A) juju
B) optical illusion
C) sitcom
D) spell
E) refracting telescope",,
2624,,i am some one you dont know who am i,A,MULTIPLE_CHOICE,"A) stranger to u
B) divide
C) wis
D) being
E) na",,
2625,,"i man walks through a door, he ends up outside he looks up and sees a ceiling fan, the last thing he sees is a piano, so he ends up in prison, and decides to make a break from prison.  (mindyouhe is blind ((ifyouhavnt cought that yet))) He digs a 11 ft hole but doesn't make it out of prison through the whole.  how did he get revenge on his killer?",C,MULTIPLE_CHOICE,"A) compare
B) music room
C) i dont kno do you
D) playing
E) measure",,
2626,,Why are tvs intimidated by remotes?,B,MULTIPLE_CHOICE,"A) host
B) because they always control them
C) discovery
D) remote control
E) bluff",,
2627,,"What is the one question you can never answer ""Yes"" to and be telling the truth?",C,MULTIPLE_CHOICE,"A) carp
B) call
C) are you dead
D) so
E) learning",,
2628,,if quizzes are quizicles what are tests?,C,MULTIPLE_CHOICE,"A) formal
B) paternity test
C) testicles 
D) accounting
E) science",,
2629,,"What has a tongue but cannot talk, but walks around.   What am I?",E,MULTIPLE_CHOICE,"A) a penguin's hand
B) passageway
C) tongue depressor
D) nerve
E) your shoe",,
2630,,There was once a man who had a room called 17NO but he never went inside. Why?,C,MULTIPLE_CHOICE,"A) regret
B) togo
C) because there was a lion
D) place
E) spare room",,
2631,,What can you drink but not in a cup. ,A,MULTIPLE_CHOICE,"A) fountained water
B) ginger beer
C) size
D) skink
E) alcoholic",,
2632,,He is worst then the devil.  He is uglier than the wicked witch of the west.  He gives out detentions like it's going out of style that same day in a minute.  He has no common sense and doesn't know how to teach.  He is a band teacher.  Who is he?,A,MULTIPLE_CHOICE,"A) mr  newsome
B) prescription
C) rank
D) tet
E) ordinary",,
2633,,one fine day in the middle of the night  two dead men got up to fight  they turned around to face each other  they drew their swords and shot each other   whats wrong with this poem ?,D,MULTIPLE_CHOICE,"A) killed
B) pired to be king
C) drive
D) you decide whats wrong
E) copenhagen",,
2634,,Why Did the cookie go to the doctor?,E,MULTIPLE_CHOICE,"A) resident
B) curing
C) allergist
D) taste good
E) he felt crumbly",,
2635,,"I saw a boat,it had lots of people on it but not a single person",B,MULTIPLE_CHOICE,"A) nun
B) cus they were all married
C) piece of land
D) high priest
E) demosthenes",,
2636,,"there are two fat guys,how can you fit each fat guy under an umbrella  without them getting wet?",D,MULTIPLE_CHOICE,"A) blimp
B) it is raining
C) moisture
D) it was not raining
E) oil",,
2637,,"A man is running late for work and forgets to grab his unbrella and raincoat, how does he manage to not get rained on?",C,MULTIPLE_CHOICE,"A) season
B) wise
C) it doesnt rain
D) being outside
E) company",,
2638,,Teddy destroyed many yards fences and houses but did not get in trouble.   How?,A,MULTIPLE_CHOICE,"A) teddy is a hurricane
B) creature
C) teddy bear is a good boy
D) chamber
E) senator",,
2639,,what is at the end of nothing the end of thing but not in great,D,MULTIPLE_CHOICE,"A) bridgehead
B) bungee
C) out
D) ing
E) entity",,
2640,,"The rich can't have it, the poor do have it, and if you eat it for a while, you die. . . What am I thinking of?",E,MULTIPLE_CHOICE,"A) thinking
B) fare
C) pass
D) drinking
E) answer is nothing",,
2641,,What do you call retarts?,B,MULTIPLE_CHOICE,"A) put away
B) retarts
C) twilight
D) songwriter
E) donald doll house",,
2642,,ther is a man called jon wot is his mum  called,B,MULTIPLE_CHOICE,"A) british isles
B) alex davies
C) local call
D) telephone line
E) manufacture",,
2643,,"I live in a hot, dry, rock islands of Indonesia.  I eat carrion and live snakes, deer, goats and birds.  I am 3m long and weighs up to 136kg.  What am I?",A,MULTIPLE_CHOICE,"A) komodo dragon
B) tree stump
C) greater sunda islands
D) singapore
E) pacific",,
2644,,is a hot chick cool or  a cool chick hot,E,MULTIPLE_CHOICE,"A) tropic
B) duck
C) chilly
D) jungles
E) your decision",,
2645,,What is a turkies favorite movie?,E,MULTIPLE_CHOICE,"A) effect
B) patrons
C) sats
D) viewing
E) gizzard of oz",,
2646,,What runs but doesn't walk?,C,MULTIPLE_CHOICE,"A) skiing
B) sport
C) river or stream
D) runner
E) music",,
2647,,What is as long as 10 men as strong as 10 men but given the chance it cannot stand up upon its own,B,MULTIPLE_CHOICE,"A) set
B) piece of rope
C) machine
D) fisherman
E) make",,
2648,,"i have a name of a canal, but if spelled backwards i become a powerful god. ",C,MULTIPLE_CHOICE,"A) pan
B) division
C) suez canal
D) boats
E) water travel",,
2649,,why couldint the 11 year ols girl see the pirate movie,E,MULTIPLE_CHOICE,"A) pusher
B) production
C) was good
D) belle
E) because it was rated arrgh",,
2650,,"you are driving a plane that goes 200 miles per hour.  the plane will be going to Columbia in 45 hours, Ohio in 48 hours and Florida in 1 week.  who is driving the insane plane?????",B,MULTIPLE_CHOICE,"A) athens
B) whatever ur name is
C) pay attention
D) length
E) cubism",,
2651,,"What spins round and round            had two eyes,two ears,and            one mouth and one nose???",E,MULTIPLE_CHOICE,"A) beach ball
B) contest
C) doll
D) cheek
E) you playing with a hullahoop",,
2652,,why is the sea salty?,E,MULTIPLE_CHOICE,"A) bottlenose dolphin
B) creature
C) hydrosphere
D) hovercraft
E) fish sweat",,
2653,,"I am terrifying, and fear inspiring  The physical world cannot touch me  When i am finished, you might not remember what i did.   What am I?",C,MULTIPLE_CHOICE,"A) bore
B) time limit
C) nightmare
D) border
E) dreaming",,
2654,,what are 2 coins that eqaul 30 cents and 1 is not a nickle. and its in american coins,B,MULTIPLE_CHOICE,"A) assay
B) qaurter
C) sloganeer
D) hog
E) tillandsia",,
2655,,What do you call a octopus wich is a doctor?,B,MULTIPLE_CHOICE,"A) spin doctor
B) doctopus
C) docent
D) great oceans
E) medical man",,
2656,,I'm as light as a feather yet few can hold me.  What am I?,B,MULTIPLE_CHOICE,"A) particle
B) tounge
C) leg
D) technique
E) afterglow",,
2657,,"Green,  White,  Red,  Black dots.        What am I?",A,MULTIPLE_CHOICE,"A) watermelon lol
B) winter melon
C) flush
D) spittle
E) vegetables",,
2658,,What vegetable do you have to sratch and spins around?,C,MULTIPLE_CHOICE,"A) radicchio
B) googly
C) spinitch
D) roll
E) silk screened",,
2659,,"I'm liked a lot by just about every buddy.  Everyone looks at me. And hold some great memories, what am I?",E,MULTIPLE_CHOICE,"A) bowl
B) expression
C) appreciated
D) page
E) picture frame",,
2660,,What colour does a cat like?,C,MULTIPLE_CHOICE,"A) smash
B) pussy
C) purrple
D) chromaticity
E) dichroism",,
2661,,How do you know if Micheal Jackson is having a party?,C,MULTIPLE_CHOICE,"A) company
B) patio
C) there are tricycles outside
D) balloons
E) become drunk",,
2662,,A plane crashes on the border of oklahoma and texis. Were do you bary the survifers?,B,MULTIPLE_CHOICE,"A) fault line
B) nowere there survifers
C) map
D) aquaplane
E) there will not be survifers",,
2663,,"i have a head and a tail, but not a body.  i am not a snake, what am I?",B,MULTIPLE_CHOICE,"A) organic
B) qauter
C) mister
D) pope
E) momentum",,
2664,,you are in a  room with no windows no door and no funiture .  you dont have any tools either.  it was just an empty square room. and yet you manage to get out how?,C,MULTIPLE_CHOICE,"A) opportunity
B) entering
C) through the doorway
D) square shape
E) lines",,
2665,,"what is ugly % pretty, tall & short, fat & thin, attractive & inattrative?",E,MULTIPLE_CHOICE,"A) Wanted
B) endomorph
C) pretty much anything
D) cut
E) living thing",,
2666,,What's Black and white and read all over?,D,MULTIPLE_CHOICE,"A) wines
B) black panther
C) kelt
D) newspapper
E) blackpoll",,
2667,,"What force and strangth cannot get through,            I with a gentle touch can do,        and many in the street would stand,           were I not a friend at hand. ",D,MULTIPLE_CHOICE,"A) first floor
B) dust
C) stand
D) key that opens lock
E) smooth",,
2668,,"There is a round hotel.  A famous person walks in.  The lights go off.  When the lights turn back on the famous person is dead.  Who did it, the waiter dusting the corner, the chef holding cleavers, or the crazy customer?",D,MULTIPLE_CHOICE,"A) step
B) tool
C) right hand
D) waiter  its a round hotel
E) town house",,
2669,,"What is red when you buy it, and brown when you thow it away?",E,MULTIPLE_CHOICE,"A) brownie
B) red spider
C) place
D) ruby
E) rotten apple",,
2670,,Which is the angerous city,B,MULTIPLE_CHOICE,"A) santa fe
B) electrcity
C) city line
D) council
E) waterloo",,
2671,,"Asall the Blooming Flowers grow, they grow farther & farther from their past.  But there will always be one thing that connects them to their roots. . . ",B,MULTIPLE_CHOICE,"A) sill
B) their stem    0
C) wilding
D) stele
E) cassava",,
